position_idx,position,match_title
2783,Associate Professor at Virginia Tech,C++ Professor
2784,Healthcare Social Worker,Healthcare Social Workers - Case Worker
2786,"Client Engagement and Billing Technician, Tax",Tax Technician
2788,Graphic Designer at Self Employed,Graphic Designer
2792,Sr. Executive Assistant,Executive Assistant
2793,Legal Coordinator at BELLEVUE HOSPITAL CENTER ( Programs for Survivor Of Torture),Legal Coordinator
2794,Clinical Retail Pharmacist,Clinical Pharmacist
2801,Graphic Designer at Rover Plus Nine,Graphic Designer
2806,Vice President of Operations - Americas at Hexcel Corporation,President
2807,Northeast Regional Sales Director at MedjetAssist,Regional Director
2810,e-Discovery Paralegal at City of Colorado Springs,Paralegal
2812,"{ title : ""Enterprise Account Executive at MongoDB"", role : ""Empowering Developers to Build Smarter and Faster to Unleash the Power of Software and Data"" }",Account Executive
2818,Mechanical Engineer II at Pentair,Mechanical Engineer
2820,"Interim Director, Environmental Health and Safety",Health Director
2821,Interim Stylist & Lead Styling Assistant at Tibi | Creative Director at No Standing NYC,Director
2823,Chairwoman,Charwoman
2825,Architect at IMI Design-NY,Design Architect
2826,Dietitian at Connecticut Department of Developmental Services,Dietitian
2827,Communications Director,Advertising and Promotions Managers - Communications Director
2829,"Focused on the ""Why"" I Relationship Builder I Solution Seeker",Builder
2831,Psychological Science Major at UCI | STEP Lab and Team Lab Research Assistant | Aspiring Clinical Psychologist,Clinical Psychologist
2832,Group Sales & Community Relations Director at Trenton Thunder,Sales Director
2833,Business Supplies and Equipment Professional,Business Professional
2838,Aircraft Maintenance Supervisor at 1109th TASMG,Supervisor
2842,Data Engineer |Business Intelligence Professional,Business Professional
2843,Production Editor at Massachusetts Medical Society and Writer at Screening Notes,Medical Editor
2845,Senior Technical Support Engineer at Salesforce,Technical Engineer
2848,"Vice President at Oak Hill Advisors, L.P.",President
2850,Computer technician at retail pharmacy,Retail Pharmacy Tech (Retail Pharmacy Technician)
2852,Dean of Academic Affairs at Clear Creek Baptist Bible College,Academic Affairs Dean
2853,Clinical Fellow,"Therapists, All Other - Clinical Fellow"
2854,Internet Digital Marketing~Account Executive,Account Executive
2855,Sushi Chef,Sushi Chef
2857,Associate Electrical Engineer,Electrical Engineer
2859,"HIM Manager, Anthelio Healthcare Solutions, McLaren Northern Michigan",Healthcare Manager
2861,Family Nurse Practitioner at Balance Hormone Center,Family Practitioner
2862,System Analyst at CFE Federal Credit Union,System Analyst
2863,Chief Executive Officer | Financial Services | Strategy | Golden Rule Business Culture,Business Executive
2864,Medical Administrator Associate,Administrator
2866,Supply Technician at United States Marine Corps,Marine
2867,Licensed Real Estate Agent at Oxford Property Group,Licensed Real Estate Agent
2868,Area Sales Manager at SuperSource LLC,Area Manager
2869,Maintenance Coordinator,Maintenance Coordinator
2872,Head Teller Austin Telco FCU,Teller
2873,Associate Director of Conference Services and SCO Events at Temple University,Conference Services Director
2877,Independent Travel Agent at ATEAM Affordable Travel Human Resources/Payroll Manager at Vista Products,Travel Agent
2878,Wealth Management Advisor,Wealth Advisor
2879,Account Specialist at White River Credit Union,River
2882,Technical Support Supervisor at Miltenyi Biotec,Supervisor
2883,Special Ed Instructional Assistant at Tulare County Office of Education,Instructional Assistant
2886,Dentist,Dentist
2887,Legal Secretary,Accredited Legal Secretary
2890,Economic Developer | Delawarean | Innovator | Leadership Delaware Fellow '23,C Developer
2903,Marketing Content & Engagement Associate at LEDC | MSIB Candidate at George Washington University School of Business | Bachelors of Business Administration & Marketing,Marketing Associate
2905,"Vice President, Science & Regulatory at Klick",President
2908,Photographer/Dog Waler,Photographer
2909,"Senior Software Engineer, Visual at Fidelity Technologies Corporation",Software Engineer
2911,Vice President of Sales and Marketing at Thermal Solutions Manufacturing,President
2913,R&D Mechanical Engineer,Mechanical Engineer
2917,Law Enforcement/ Animal Control Officer,Animal Control Officer
2918,"President and Principle Systems Engineer at ACME Consulting, Inc.",President
2919,Court Monitor at Skyzone,Court Monitor
2922,Software Engineer I at Northrop Grumman Corporation,Software Engineer
2924,Teaching Assistant at University of Washington,Teaching Assistant (TA)
2927,Associate Attorney at the Law Office of Thomas Taneff,Attorney
2935,Customer Service Representative at Healthgrades,Customer Service Representative
2937,House Manager/Assistant at Private Contractor,House Manager
2939,Georgetown MBA | International Business Specialist | Marketing Strategist | Business Founder | General Manager,General Manager (GM)
2940,Clinical Research Associate,Clinical Research Associate
2941,Field Service Technician at Pregis,Field Service Technician (Field Service Tech)
2942,Academic librarian in-training,Librarian
2943,Registered Nurse at Southcoast Health,Registered Health Nurse
2945,Sterile Processing Tech,Central Sterile Processing Technician (Central Sterile Processing Tech)
2946,Director of Communications,Director
2948,A/R Credit/Collection Coordinator at Airband Communications,Tax Collection Coordinator
2949,Behavior Specialist,Applied Behavior Science Specialist (ABSS)
2950,Student athlete at Angelo State University pursuing a degree in Business Management seeking part-time job or internship,Athlete
2952,"Continuous Improvement Specialist at Tryon Title Agency, LLC",Continuous Improvement Specialist
2957,Licensed Personal Financial Representative,Financial Representative
2961,"Strategic Leader | Proven Manager | Trusted Advisor MSS, MAOM",Advisor
2963,Vice President Clinical Development Prometheus Biosciences,President
2965,Director of Finance at FoodChain Inc,Finance Director
2966,Instructional Designer,E-Learning Instructional Designer (Electronic Learning Instructional Designer)
2967,Project Superintendent / Project Manager at Cherokee 8a Group Inc,Group Manager
2968,Mechanical Designer | Product Developer,C Developer
2972,Warehouse Laborer at Creative Wholesale,Warehouse Laborer
2975,Account Executive-MD at Roche Diagnostics,Account Executive
2979,"Deputy Chief Financial Officer, (AFO) at Department of Veterans Affairs -Southern Nevada Health Care System",Chief Deputy
2981,"Manager, Nurse Practitioner Staff, Department of Thoracic and Cardiovascular Surgery at Winthrop University Hospital",Hospital Manager
2982,Director of micro-mechanical design chez RGM watches,Director
2985,Controls Engineer II at Honeywell Intelligrated,Controls Engineer
2986,Physician Assistant at Bllings Clinic,Clinic Assistant
2987,Assistant City Manager,City Manager
2988,Assistant District Attorney at Norfolk County District Attorney's Office,Attorney
2989,Court Reporter/Paralegal Innovative entrepreneur driven to succeed. Passionate risk-taker who believes in hard work and creativity. Constantly seeking new opportunities to grow and improve.,Paralegal
2991,Associate Pastor at Detroit World Outreach,Pastor
2992,Human Resources Manager at Immediate Health Associates,Health Manager
2994,Director of Strategic Initiatives and Communications at Nebraska State College System,Director
2995,Senior Director of National Sales,Sales Director
2998,Undergraduate Research Assistant | McNair Research Fellow | University Nuclear Leadership Program Scholar | Vice President of the American Nuclear Society Boise Local Student Chapter,President
2999,Website Developer at The Gift of Planning,C Developer
3000,Nurse Navigator and Substance Use RN,Nurse Navigator
3001,School Counselor,Adult School Counselor
3002,Loss Prevention Supervisor at HomeGoods - TJX Companies,Loss Prevention Supervisor
3003,Community Development Advocate at ImpactLife,Community Advocate
3005,"Currently a Remote Medical Coder for University of Louisville Physicans Group while attending U of L to obtain my BBA. Passionate about food, family, and spending time outdoors. Love meeting new people.",Coder
3006,Current graduate student studying at Loyola Marymount University to be a school psychologist,School Psychologist
3011,"President & CEO at Carter, Advancing Philanthropy Worldwide",President
3013,Technical Help Desk Specialist at CompuCom,Help Desk Specialist
3014,Director of Patient Advocacy at Intrepid USA Healthcare Services,Director
3015,Electrical Instrumentation & Controls Technician at TransCanada,Instrumentation and Controls Technician
3017,Next Gen Administrative Assistant at New Hope Church,Tax Administrative Assistant
3020,Network Architect at Honeywell International,Network Architect
3023,Legal Clerk at Shamberg & Associates,Legal Clerk
3025,Independent Jewelry Consultant #7102,Independent Crop Consultant
3027,"Retired at MasTec, Inc. President, Oil & Gas Group",President
3028,Graduate Student | University of Michigan | MSW Program,Graduate Student
3029,"Rehabilitation Specialist, Occupational Therapy",Occupational Rehabilitation Aide
3030,Accounts Receivable Specialist,Accounts Receivable Specialist (AR Specialist)
3032,Assistant Manager of Guest Experience at Mt. Cuba Center,Guest Experience Manager
3033,Yardi System Administrator at Bedrock Detroit,Administrator
3035,Physical Therapist Assistant/Pilates Instructor,Physical Instructor
3036,"Workforce development professional with experience in recruiting, training, quality, environmental, and maritime regulatory compliance",Compliance Professional
3038,Software Engineer Intern @ Walker & Dunlop | Pursuing BS CS,Software Engineer
3040,Registered nurse at Medical University of South Carolina,Medical RN (Medical Registered Nurse)
3041,Extension Educator at The Ohio State University Extension,Extension Educator
3042,Supervisor at Nassau BOCES,Supervisor
3044,Athletic Trainer at Blanco ISD,Athletic Trainer
3045,Project Manager | Certified PMP® | Certified ScrumMaster®,Project Manager (PM)
3047,Retired Vice President at NorthBay Healthcare,President
3048,"President and CEO at Name Your Game, Inc.",President
3049,Structural Design Technician at Caltrans,Structural Technician
3052,"Manager, International Engineering Support at Helmerich & Payne",Support Manager
3053,Registered Diagnostic Cardiac Sonographer,Cardiac Sonographer
3054,Registered Medical Assistant,Registered Medical Assistant (RMA)
3055,Senior Mechanical Engineer at The Johns Hopkins University Applied Physics Laboratory,Mechanical Engineer
3058,Art Department Secretary at Central Connecticut State University,Department Secretary
3059,Sr. Manager - Support,Support Manager
3060,Area Manager-Technical Operations-Charter-Spectrum NYC,Area Manager
3061,"Ocean Engineer at Glosten | Analytical, Computational, and Experimental Fluid Dynamics",Ocean Engineer
3063,Quilter,Craft Artists - Quilter
3065,Creative Producer / Editor,Creative Producer
3066,"UAW/GM L.E.A.C Rep. Past Vice President, UAW Local 602",President
3069,Special Education Teacher,Education Teacher
3072,Service Specialist Under Writing,Job Service Specialist
3074,Claims Supervisor at Progressive Insurance,Supervisor
3077,Sr Circulation Analyst at Lab Safety Supply,Safety Analyst
3080,Mechanical Engineer at Seegrid,Mechanical Engineer
3082,Assistant Store Director at Fresh Thyme Market,Store Director
3083,Leasing Consultant,Counter and Rental Clerks - Leasing Consultant
3084,Paralegal,Certified Paralegal
3085,Foundry Grill Supervisor,Supervisor
3086,Pharmacy Consultant,Pharmacy Consultant
3088,Vice President at Oriza Ventures,President
3089,Senior Software Engineer at ServiceNow – The Enterprise Cloud Company,Software Engineer
3092,"Front-end Web Developer, Graphic Designer & Photographer",Web Graphic Designer
3093,"LPCMH Second Chances Counseling Services, LLC, Certified Life Coach, and Higher Education Professional",Life Coach
3094,Audit Associate at KPMG,Audit Associate
3095,Electronic Engineer/Electronic Design Engineer at Hallcyon Group,Electronic Design Engineer
3096,Senior Counsel at Virginia State Corporation Commission,Corporation Counsel
3102,HR Specialist (Classification),Position Classification Specialist
3106,Logistics Management Specialist at Naval Air Systems Command,Logistics Management Specialist
3112,Member Political Organizer,Political Organizer
3114,Senior Sales Director - Sprint (T-Mobile Acquired in 2020),Sales Director
3115,Microsoft 365 Product Management Consultant | The Goodyear Tire & Rubber Company,Product Consultant
3117,"U.S. Navy Physician, MD; Anticipated MPH (Fall 2022); Pediatric Internship (2017-2018); ALS/BLS/PALS certified",Pediatric Physician
3121,Medicinal Chemist at Amgen,Chemist
3122,Licensed Real Estate Broker in Oregon,Licensed Real Estate Broker
3125,Supervisor at Shaffer Security Co. LLC,Supervisor
3127,Delivery Manager,Delivery Manager
3128,Associate Medical Director at Takeda Pharmaceuticals,Medical Director
3130,Real Estate Sales Agent at Xclusive Homes Staff Accountant Assistant at International Tax Consultant,Accountant
3131,"Head Cook at Mille Lacs Band of Ojibwe, Corp. Comm.",Head Cook
3133,Registered Nurse at UNITED HOSPITAL - ALLINA HEALTH,Registered Health Nurse
3134,"Vice President of Marketing, ClimateAi",President
3135,Courier,Bank Courier
3136,Software Developer at ETS Dev Co.,Software Developer
3137,Robert Mehrabian Professor of Biomedical Engineering,Engineering Professor
3138,Retired Police Officer/U.S. Dept. of State Uniformed Diplomatic Security Officer,Police Officer
3142,Chief Operating officer Rikaz properties,Chief
3144,Lieutenant (Ret.) at Town of Swansea Ma.,Lieutenant
3147,Software Develop Engineer,Software Engineer
3149,Infection Preventionist Nurse | Medic at Air National Guard | Digital Marketing Specialist,Digital Marketing Specialist
3152,Medical Social Worker at LHC Group,Group Worker
3154,Inside Sales Representative at Industrial Metals Supply Inc,Metals Sales Representative
3158,Engineering Consultant,Environmental Engineers - Engineering Consultant
3165,Missionary,"Counselors, All Other - Missionary"
3167,"Critically Acclaimed Film Director, Producer at Media Factory International",Media Director
3168,ACF Certified Executive Chef,Certified Executive Chef (CEC)
3169,"Professor, Pediatrics at University of Colorado Health Sciences Center",Health Professor
3171,Commercial Real Estate Investor,Investor
3173,Project Manager at The Monroe Partnership,Project Manager (PM)
3175,Payroll Technician at Poway Unified School District,Payroll Technician
3177,Physician | Clinical Research Assistant | Medical Assistant,Medical Research Assistant
3178,Controls Training Specialist,Job Training Specialist
3181,"PM Pediatrics, Senior Vice President of Quality",President
3185,Voice Actor,Actor
3187,Membership Manager at Bethel Woods Center for the Arts,Arts Manager
3189,International Sales Manager at Moteng,Sales Manager
3191,Senior Sales Manager at The Jerky People,Sales Manager
3195,Welder at National Oilwell Varco,Welder
3196,Migration Brand Technical Specialist at IBM,Migration Specialist
3198,Owner/ operator,Mower Operator
3203,Independent Real Estate Professional,Real Estate Professional
3205,Real Estate Advisor,Advisor
3209,Speech Language Pathologist,Bilingual Speech-Language Pathologist (Bilingual SLP)
3210,Network Television Director at NBCUniversal Telemundo Enterprises,Network Director
3212,Senior Accountant at Reliance Steel & Aluminum Co.,Accountant
3214,Professor at Case Western Reserve University,University Professor
3216,At-Large Waltham City Councilor and Real Estate Sales Agent -Keller Williams Realty,Councilor
3217,"Co-owner / Bookkeeper at R & B Bookkeeping Services, LLC",Bookkeeper
3218,Executive Assistant To Chief Executive Officer at Active Marketing,Executive Officer
3219,spanish interpreter,Interpreter
3220,IT Support,Computer User Support Specialists - Information Technology Analyst (IT Analyst)
3221,"Director Supply Chain - Walmart, National Accounts, Hardware & Distributors at The Scotts Miracle-Gro Company",Supply Chain Director
3223,Professor at Rhodes College,C++ Professor
3224,Environmental Specialist,Environmental Resource Specialist
3228,Medical Transcriptionist,Certified Medical Transcriptionist
3229,Retired track and field athlete,Athlete
3231,Counselor,Equal Opportunity Counselor
3233,Financial Reporting Analyst,Financial Reporting Analyst
3236,HCBS Benefits Specialist at Colorado Department of Health Care Policy & Financing - HCPF,Benefits Specialist
3240,"Senior Manager, Strategic Sourcing (Professional Services) at Qualcomm",Sourcing Manager
3242,General Contractor,General Contractor
3244,Professional Organizer,Professional Organizer
3245,General Manager,General and Operations Managers - Building Manager
3247,Concealed Weapons Instructor-Mike's Concealed Carry LLC,Weapons
3249,"Chief Administrative Officer + Director of Strategic Partnerships, TMW Center for Early Learning + Public Health at the University of Chicago",Administrative Director
3257,Workforce & Staffing Manager,Staffing Manager
3258,Boss,Crew Boss
3259,"Chief Executive Officer at T.J.Davies Company, Inc.",Executive Officer
3263,Research and Development,Director of Research and Development
3264,Programmer,Recreation Programmer
3265,Professor at East Stroudsburg University,University Professor
3268,Real Estate Specialist in the Dallas Area,Real Estate Specialist
3272,"Associate Director at University of Florida, Rec Sports",Director
3273,Sales Director at ADVO,Sales Director
3275,Owner / Operator at Williamson Works Design & Fabrication,Fabrication Operator
3276,Vice President/Head Surveyor & Draftsman,President
3277,ACE Certified Group Fitness Instructor for Body & Soul Fitness ACE Certified Personal Trainer,Certified Personal Trainer
3280,Business Intelligence Professional,Business Professional
3283,Administrative Assistant at City of Desert Hot Springs,Tax Administrative Assistant
3286,"Florida Fish and Wildlife Conservation Commission, Biological Scientist IV",Biological Scientist
3295,Teacher at East Aurora High School,High School Teacher
3297,Senior Vice President and Principal at SB Architects,President
3298,artist,Artist Relationship Manager
3299,Director of Contracts at GardaWorld Federal Services,Contracts Director
3301,Emergency Room RN,Emergency Room Registered Nurse (ER RN)
3302,Research Consultant/Education Research Consultant,Research Consultant
3303,"Regional Manager - WI, IL and OH at SDI-Marketing",Regional Manager
3304,Operations Manager,General and Operations Managers - Building Manager
3306,"Divisional Director Asset Protection, Operations and Safety at Lowe’s Companies, Inc.",Safety Director
3307,"Manager, Account Services at Addison Whitney",Services Manager
3310,"President & Owner at Texas High Energy Materials, LLC",President
3311,Engineering Manager at Kimball Electronics,Electronics Engineering Manager
3312,Licensed Acupuncturist and Chinese Herbalist,Licensed Acupuncturist (LAC)
3313,"Portfolio Manager at Flippin, Bruce & Porter- A Business of Cantor Fitzgerald Investment Advisors",Investment Manager
3314,Staff Engineer at Johnson & Johnson Vision,Staff Engineer
3317,Director of Clinical Care Management at Patient Care Coordination,Clinical Director
3319,Current Journeyman Carpenter | Future Cybersecurity Professional,Journeyman Carpenter
3320,Provider Contracting Manager at PEHP,Contracting Manager
3323,Exam Proctor at Columbia University in the City of New York,Exam Proctor
3324,Commercial Development Manager at Nestlé USA,Web Development Manager
3325,Team Leader - Legal Processing,Team Leader
3326,Clinical Quality Improvement Manager & Family Nurse Practitioner at Hennepin County,Nurse Manager
3329,Administrative Assistant at BJ Transport Inc.,Tax Administrative Assistant
3330,Industrial Engineer II at Boston Whaler,Industrial Engineer
3334,Special Projects Coordinator at Chicago Youth Centers,Youth Coordinator
3338,Certified Nursing Assistant & DoorDash Delivery Driver,Nursing Assistant
3341,Claims Specialist/Billing Associate at The Gooden Center,Claims Specialist
3343,Beacon Application Analyst at MultiCare Health System,System Analyst
3347,Urban Planner | Graphic Designer | Public Engagement Specialist,Urban Planner
3349,Mental Health Counselor,Mental Health Counselors - Bereavement Counselor
3350,Director of Military Affairs at the Junction City - Geary County Chamber of Commerce,Director
3352,Marketing Sales,Marketing Managers - Marketing Sales Supervisor
3354,Assistant Manager at Heritage Christian Services,Services Manager
3356,President at CWA Local 2201,President
3359,Recruiter @ The ODP Corporation | Talent Acquisition,Recruiter
3361,Area Sales Manager at Motorola Solutions,Area Manager
3362,Junior Interior Designer,Interior Designer
3363,Associate Professor of Business and Marketing,Marketing Associate
3364,Security Administrator at Kansas City Board of Public Utilities (BPU),City Administrator
3365,Attorney at Simmons Perrine Moyer Bergman PLC,Attorney
3369,Court Officer at Northampton County Court of Common Pleas,Court Officer
3370,"SolidWorks 3D Designer, Master Tool and Die Maker, Mechanical Build Consultant, at Colibri Engineering Inc.",Tool and Die Designer
3371,"Director of Agency Operations, Ontario",Director
3372,Network Support Engineer at Cisco Meraki,Network Support Engineer
3373,Online Marketing Director at GreePegie,Director
3375,Statistician at The University of Arizona,Statistician
3377,Accounts Receivable (AR)| Accounts Payable (AP)| Payroll Administrator,Administrator
3378,Math Tutor at The Ohio State University,Math Tutor
3382,Sr. Project Manager at Oracle,Project Manager (PM)
3384,Chef,Chef Manager
3385,"Computer Programmer, C#, VB at DeFNiC Software",Computer Programmer
3387,Administrative Assistant at Steel Valley School District,Tax Administrative Assistant
3389,Executive Administrative Assistant | Coordinator | Business Administrator,Business Executive
3391,Sr. Technical Trainer at Takeda,Technical Trainer
3395,"Graduate of Washington State University Vancouver, Aspiring History Professor",History Professor
3396,Compliance Coordinator at Stewart Professional Solutions,Compliance Professional
3398,Sr. Analyst Business Operations,Management Analysts - Business Operations Analyst
3402,"Chief Executive Officer at CCD Enterprises, Inc.",Executive Officer
3403,Global Sourcing and Supply Manager at Apple,Sourcing Manager
3404,consulting,Consulting Technical Director
3405,Professional Real Estate Consultant,Real Estate Consultant
3406,"Director, Product Management, Harris Computer, Systems & Software",Product Management Director
3408,Executive Managing Director,Executive Director
3410,Math Tutor,Math Tutor
3411,Project Engineer at Terracina Design | Certified EI | Trinity University Graduate,Project Design Engineer
3416,Network Administrator at G,Administrator
3422,Jr Game Designer,Computer Game Designer
3423,Commercial Real Estate Appraiser at Valbridge Property Advisors®,Commercial Property Appraiser
3424,Software Developer for Tiber Technologies,Software Developer
3425,"System Administrator at AMEWAS, Inc.",Administrator
3426,Owner/Photographer,Photographer
3427,"Vice President, Associate General Counsel, & CECO -- Expeditors International of Washington, Inc.",President
3428,"Experienced professional in Sales, Supply chain, Project Management, Business Management, Operations design and control.",Business Professional
3430,Architect,Architect Manager
3434,Financial Advisor and Financial Planner,Financial Planner
3435,Assistant Project Manager at Peter Scalamandre & Sons Construction,Construction Manager
3436,Associate Professor at Saint Mary's College of California,C++ Professor
3437,Optician at Luxottica,Optician
3438,Assistant Director of Finance at Manchester Grand Hyatt San Diego,Finance Director
3440,Travel Agent - TravelReadyFGW,Travel Agent
3442,"Dancer, Teacher, Artist",Dancer
3444,Owner/ stylist at Solitaire hair salon,Hair Stylist
3446,Recreation Director at The Arc of Southington,Director
3447,"Regional Vice President, Network Management at Empire BlueCross BlueShield",President
3448,Psychotherapist/Director at Anxiety and Stress Management Center,Director
3450,Sr System Administrator at eni (Employee Network Inc),Administrator
3451,Office Coordinator at Weatherpanel Inc.,Office Coordinator
3452,Loan Officer at AGS FINANCING LLC,Loan Officer
3454,pastor at Barnett Chapel A.M.E. Church,Church Pastor
3455,Administrative Assistant/Accounts Payable,Tax Administrative Assistant
3457,Senior Claims Examiner at Philadelphia Insurance Companies,Claims Examiner
3458,Online Instructor,Online English Instructor
3459,Senior Treasury Solutions Delivery Manager Lower Midwest,Delivery Manager
3461,Interior Designer and Design Strategist,Interior Designer
3463,Regional Sales Manager at Aurinia Pharmaceuticals Inc.,Regional Manager
3464,"BSA/AML Banking Consultant, Management Consultant, Executive Recruiter",Executive Recruiter
3466,Filmmaker,Film Maker
3468,Clinical Services Manager at Community Mental Health,Health Manager
3469,Assistant Dean & Assistant Professor,C++ Professor
3471,Consultant | Relationship Builder | Talent Connector | Strategic Storyteller,Builder
3472,Lead Production Coordinator at FedEx Office,Office Coordinator
3473,Office Manager at Futurity First Insurance Group,Group Manager
3475,H. R. Supervisor at Fairplex,Supervisor
3476,"Director, Legal at McLane Company, Inc.",Director
3477,Route Sales Representative at FRITO LAY INC,Route Sales Representative (Route Sales Rep)
3478,"Server at SHADOW HILLS COUNTRY CLUB, INC",Server
3479,"Project Manager at Harrell Architects, LP",Project Manager (PM)
3480,Assistant Director,Director
3486,Assistant Director of Admission at The College Preparatory School,School Director
3488,Armor Officer at U.S. Army,Armor Officer
3489,"Graduate Chemical Engineer at California State University, Long Beach",Chemical Engineer
3494,Tax Manager - Global Indirect Tax (VAT/GST) at Deloitte,Tax Manager
3498,Sr Director of Operations,Director
3502,Retired from Transcriptionist/Rehabilitation Assistant at Mirfak Associates,Rehabilitation Assistant
3503,O365 ☁ Sharepoint Consultant. SharePoint Developer/Administrator,Administrator
3509,Clinical Therapist at Genacross Lutheran Services Family and Youth Division,Family Therapist
3512,Project Manager at Drees Homes,Project Manager (PM)
3514,Quality Manager - Accreditation,Accreditation Manager
3515,Educational /DE&I Consultant/Seeking Position as Associate/Assistant Professor of English/African-American Studies/Teacher Education,Educational Consultant
3516,Associate Systems Engineer at Cubic Transportation Systems,Transportation Engineer
3518,Battalion Chaplain at US Army,Chaplain
3519,"Manager, Application Security at EY",Application Manager
3520,Biomedical Equipment Technician,Bioengineers and Biomedical Engineers - Biomedical Equipment Technician (BMET)
3521,"Licensed Massage Therapist/Owner/Operator at Rachel McArdle, LMT",Licensed Therapist
3522,Retirements Representative at Public Employee Association of NM,Employee Representative
3524,Hospital Business Manager at Sanofi | RSV,Hospital Manager
3525,Realtor /Business Development/ Property Management/Buyers/Sellers/Income Properties/Investment Properties /Consultant/Paralegal,Business Management Consultant
3527,Quality Assurance Specialist (Senior),Quality Assurance Specialist
3528,Orthopedic Trauma Nurse at Northside Gwinnett,Trauma Nurse
3529,Auditor,Auditor Supervisor
3530,Service Delivery Engineer Dell/Boeing | Military Police Captain at USARNG,Service Captain
3531,Director of Financial Operations at AZ OBGYN Affiliates,Financial Director
3532,Graphics Software Engineer at NVIDIA,Software Engineer
3536,"Communications professional, personal coach and mentor",Coach
3546,Senior Software Engineer at IdeaRoom,Software Engineer
3549,--Costume Designer,Costume Designer
3550,Electrical Engineer at Northrop Grumman,Electrical Engineer
3553,"Videographer, Web Content Producer, Video Editor, Assistant Editor, Web Content Producer, Aerial Cinematography (part 107 certified)",Video Producer
3554,Director of Sales - Club Nissin Foods,Sales Director
3556,A professional designer with a focus in accessory and technical design. Clothing boutique + brand coming 2023.,Clothing Designer
3557,Criminal Justice and Sociology Senior at Old Dominion University,Justice
3558,Tier One Relocation @ Citi Habitats. Corporate Relocation Specialist. Managing the Purchase or Sale of Real Estate,Real Estate Specialist
3559,Actor/Voice Artist,Actor
3560,Community Schools Director,Community Director
3561,Benefits Verification Representative,Benefits Representative
3563,Experienced Technician Manager and Customer Service Professional | Electronics Repair | Inventory Management,Customer Manager
3566,Legislative Aide,Legislative Aide
3570,no,No Bake Molder
3571,Server at Applebee&​#39;s,Server
3573,Legal Assistant at Albany Law School,Legal Assistant
3575,Sales and Customer Success Manager @ Home Service Financing,Sales Manager
3576,heavy equipment operator at International Union of Operating Engineers Local 139,Local Operator
3578,Commercial Underwriter at First Federal,Commercial Underwriter
3579,Dentist at Aary Dental,Dentist
3580,Real Time Analyst,Real Time Analyst
3581,"Electrical Engineer, Experienced ISO9001/TS16949 Consultant/Auditor, Expert PLM Manager and OEM Quality Engineering.",Electrical Engineering Manager
3582,Network Manager,Computer and Information Systems Managers - Network Manager
3586,School Psychologist at St. Cloud School District,School Psychologist
3588,Peer Counselor at Compass Health,Peer Counselor
3590,"Equipment Manager at CPWR,Health & Safety Trainer",Health Manager
3592,"President at McKinnon and Harris, Inc",President
3598,Sales Manager at Sehi Computer Products,Sales Manager
3600,Performance Coach / Operations Coordinator at Harbor Freight Tools,Coach
3601,Finance & Supply Chain Management Double Major at Texas Tech University,Double
3606,Human Services Aide at Los Angeles County Department of Children and Family Services,Aide
3607,Sensory Scientist at Diageo,Sensory Scientist
3608,Investment Banking Analyst,Banking Analyst
3610,Coating Operator at Avery Dennison Graphics Solutions,Solutions Operator
3611,"Senior Program Manager, Information Security | IT Director | Scrum Master",Information Director
3613,Bookkeeper at MARK WRIGHT CONSTRUCTION,Bookkeeper
3615,Software Engineer II,Software Engineer
3617,Web Developer,Back-End Web Developer
3621,Intellectual Property Strategist | Registered Patent Attorney at BakerHostetler,Attorney
3623,Financial Advisor at Thrivent,Advisor
3624,Sales Manager at Park Hyatt Philadelphia,Sales Manager
3625,Professional Actor at SAG-AFTRA,Actor
3628,Lawyer at Robinett Law PLLC,Lawyer
3631,Attorney Advisor at Department of Justice,Advisor
3634,"Research Assistant at The Robert Larner, M.D. College of Medicine at The University of Vermont",Research Assistant (RA)
3641,Firefighter / Paramedic seeking dream job,Firefighter
3642,President/owner at FMS Consulting Inc.,President
3643,Hotel Accounts Receivable Manager at ALE Solutions,Hotel Manager
3645,Director of West Coast Operations at Jones Lang Lasalle / Pfizer West Coast,Director
3647,Director at LeFrak,Director
3648,Service and Project Assistant at Global Security,Security Assistant
3650,Logistics Supervisor,Logistics Supervisor
3651,Enterprise Systems Administrator of Virginia Wesleyan College,Administrator
3654,Deputy Director at Graduate School of Business & Entrepreneurship (GSBE),School Director
3656,"Director, Contract Manufacturing at Kellogg Company",Manufacturing Director
3657,"Postdoctoral Researcher at University of California, Berkeley",Postdoctoral Researcher
3660,Credit Supervisor at Lending Club,Supervisor
3661,"Trust Administrator at Polycomp Administrative Services, Inc.",Administrator
3662,Senior Account Executive at Advantage Unified Commerce,Account Executive
3664,Director of the Department of Registration at Jethoney Enterprises,Director
3666,Director of Architecture at Wichita State University,Director
3669,Science Librarian at Amherst College,Librarian
3671,Technical Recruiter at Open Source Architect,Recruiter
3677,Investor in Disruptive Science | CEO | DEI & Non-Profit Advisor,Investor
3679,Assistant Construction Manager at D.R. Horton,Construction Manager
3681,Delivery Manager at PPG Industries,Delivery Manager
3683,Flight Attendant,Airplane Flight Attendant Supervisor
3684,Senior Pastor at South Highland Free Will Baptist Church,Church Pastor
3688,Director of Workforce Development - Tulsa Health Department,Health Director
3690,Licenced Massage Therapist,Massage Therapist
3691,Food Server at 1995,Server
3692,President at Coley Investments Inc,President
3694,Mechanical Engineer at Arup,Mechanical Engineer
